ALLSKY_KT,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,WS2M,T2M,RH2M,PS
0.48,5.59,7.08,3.13,27.23,48.06,100.73
0.64,7.41,7.5,5.5,26.9,59.12,100.72
0.48,5.55,7.38,6.49,24.69,69.56,100.8
0.57,6.56,7,4.83,25.11,58.81,101.06
0.61,6.99,6.98,2.86,24.9,55.06,101.22
0.61,7.03,7.01,3.34,24.65,61.06,101.31
0.59,6.85,6.84,3.58,24.96,61.62,101.38
0.53,6.07,6.76,2.84,26.51,57.5,100.94
0.6,6.88,6.84,2.38,30.01,42.19,100.16
0.61,7,6.95,4.79,26.56,64.81,100.2
0.49,5.64,6.97,4.89,27.05,72.5,100.07
0.6,6.89,6.64,2.46,32.53,47.88,100.01
0.59,6.8,6.62,3.59,32.3,32.56,100.24
0.6,6.91,7.02,4.82,26.33,62.19,100.57
0.67,7.73,7.5,4.21,26.1,63.19,100.52
0.62,7.13,7.02,4.25,26.01,64.88,100.8
0.62,7.14,7.14,3.23,26.56,62.19,100.96
0.61,6.98,6.98,3.52,27.9,55.38,100.7
0.38,4.42,6.73,3.13,29.75,52.88,100.22
0.59,6.67,6.66,5.59,27.9,56.88,100.48
0.48,5.47,7.2,4.45,27.41,63.5,100.68
0.59,6.72,6.7,6.09,26.61,56.94,100.85
0.59,6.74,6.83,5.05,25.51,61.88,100.9
0.56,6.37,6.49,4.81,25.33,67.5,100.9
0.66,7.52,7.17,4.8,26.58,71.12,100.75
0.59,6.72,6.42,4.05,26.74,75,100.38
0.56,6.36,6.4,4.78,26.18,71.12,100.23
0.54,6.12,6.58,4.66,26.52,65.06,100.48
0.57,6.46,6.51,3.44,26.86,65.5,100.74
0.54,6.08,6.47,3.18,27.44,66.5,100.85
0.52,5.86,6.58,3.14,27.84,61.19,100.83
0.59,6.66,7.03,2.98,28.16,55.5,100.78
0.62,6.93,6.93,2.26,29.11,48,100.72
0.48,5.43,6.31,2.27,30.19,40.19,100.8
0.58,6.52,6.51,3.64,29.91,49.62,100.99
0.59,6.55,6.72,3.97,28.24,56.75,101.07
0.59,6.63,6.62,2.85,27.95,55.5,100.97
0.59,6.6,6.6,2.24,28.34,52.75,100.78
0.6,6.68,6.67,1.85,29.78,43.69,100.66
0.61,6.77,6.64,2.91,29.58,54.69,100.73
0.59,6.51,6.5,3.45,28.76,58,100.75
0.59,6.55,6.56,3.71,28.44,57.31,100.86
0.61,6.74,6.74,2.77,29.65,54.69,100.95
0.59,6.43,6.42,1.66,31.38,39.69,100.79
0.59,6.54,6.5,2.73,30.49,46.81,100.48
0.63,6.92,6.93,4.14,29.72,59.25,100.3
0.57,6.23,6.55,3.7,29.32,60.38,100.3
0.59,6.5,6.59,3.04,29.99,58.31,100.53
0.59,6.49,6.52,2.79,32.16,53.31,100.48
0.62,6.75,6.66,4.54,29.82,64.06,100.34
0.62,6.75,6.68,4.05,29.25,61.44,100.37
0.59,6.33,6.3,4.21,29.72,63.31,100.7
0.62,6.69,6.6,3.77,30.37,61.69,100.81
0.6,6.43,6.45,4.19,31.72,55.69,100.57
0.56,5.97,6.81,2.88,32.45,57.25,100.35
0.62,6.67,6.66,2.97,32.47,59.19,100.45
0.62,6.52,6.5,2.97,32.21,56.69,100.75
0.6,6.35,6.46,2.42,32.59,56.19,101.02
0.57,6.01,5.96,2.73,32.49,51.25,100.86
0.58,6.04,6.05,4.64,29.57,56.62,100.72
0.59,6.18,6.37,2.95,29.5,51.25,100.67
0.59,6.21,6.39,2.81,31.01,53.06,100.69
0.61,6.36,6.39,3.98,30.62,52.25,100.52
0.62,6.45,6.38,3.48,28.83,54.19,100.54
0.56,5.76,5.9,2.53,31.25,45.94,100.41
0.27,2.75,6.08,3.41,31.29,43.06,100.61
0.55,5.6,5.48,4.31,28.98,57.25,100.92
0.38,3.84,6.04,3.6,28.59,59.5,100.73
0.46,4.65,5.44,3.06,28.97,60.19,100.58
0.49,4.95,5.73,4.93,29.01,69.31,100.48
0.39,3.93,5.82,2.52,29.97,64.81,100.27
0.56,5.59,5.53,4.7,27.91,60.81,100.7
0.55,5.54,5.9,4.06,27.3,57.75,100.92
0.55,5.45,5.41,1.92,27.83,49.75,100.87
0.55,5.44,5.42,2.53,29.13,44.38,100.61
0.57,5.6,5.38,4.65,27.58,51,100.81
0.54,5.3,5.21,2.23,25.82,47.25,100.93
0.54,5.26,5.68,3.51,27.36,57.19,100.78
0.53,5.16,5.98,3.58,27.65,64.94,100.92
0.56,5.38,5.16,2.27,29.62,57.38,101.01
0.48,4.55,5.1,2.18,32.02,36.88,100.79
0.54,5.15,5.08,3.97,29.53,57.38,100.4
0.53,5.03,5.61,3.44,29.46,56.56,100.14
0.53,4.98,6.37,2.38,29.09,40.06,100.39
0.57,5.37,5.26,3.07,28.1,62.94,100.62
0.55,5.17,4.99,2.66,29.4,61.44,100.69
0.55,5.17,5.02,6.03,27.12,62.56,100.98
0.59,5.42,4.98,4.81,26.49,69.19,100.71
0.56,5.15,5.09,5.07,27.34,76.88,100.56
0.55,4.96,5.27,4.07,27.15,79.75,100.71
0.58,5.24,5.03,3.62,27.05,76.44,100.58
0.57,5.17,5.1,4.44,24.54,54.06,101.02
0.56,5.02,5.15,3.05,25.31,58.5,100.92
0.2,1.76,6.09,3.39,26.53,68.19,100.66
0.53,4.73,4.58,4.66,27.12,66.56,100.72
0.41,3.6,5.14,2.24,28.3,66.75,100.71
0.46,4.03,5.1,1.48,28.68,61.81,100.61
0.51,4.4,5.19,1.35,28.76,53.56,100.5
0.51,4.41,5.88,3.22,26.31,64.69,100.73
0.35,3,5.27,3.96,25.19,77.62,100.89
0.55,4.68,4.8,2.87,24.37,72.56,100.84
0.28,2.39,5.76,2.38,22.57,80.06,100.8
0.54,4.54,4.63,4.95,21.11,77.88,100.81
0.24,2.02,5.67,5.83,21.93,77.75,100.87
0.46,3.8,5.68,4.95,21.27,72.81,100.95
0.59,4.82,4.81,3.52,21.4,63.25,101.15
0.56,4.58,4.57,2.55,23.12,52.44,101.15
0.55,4.51,4.46,1.8,23.15,65.62,101.1
0.55,4.47,4.43,2.12,23.66,69.44,101.22
0.54,4.27,4.28,3.3,23.86,73.25,101.66
0.53,4.22,4.36,3.38,24.06,70.31,101.63
0.42,3.33,4.81,3.62,24.72,65.62,101.38
0.48,3.78,4.88,3.72,23.92,64,101.17
0.52,4.08,4.2,3.8,24.18,64.25,101.28
0.45,3.5,4.05,4.53,23.82,74.75,101.45
0.41,3.09,4.73,4.37,22.82,74.19,101.52
0.52,3.89,4.25,3.28,22.1,70.62,101.33
0.44,3.29,4.17,2.78,21.33,71.25,101
0.56,4.17,4.27,3.02,20.91,69.69,101.05
0.54,3.96,4.18,1.31,21.72,65.12,101.27
0.49,3.62,4.61,2.3,22.51,76.88,101.34
0.54,3.91,4.44,2.18,22.5,74.12,101.27
0.51,3.67,4.02,2.56,21.8,77.62,101.15
0.3,2.17,4.72,3.88,20.29,80.12,100.96
0.15,1.06,4.82,5.02,20.26,88.06,100.89
0.27,1.88,4.79,7.12,20.51,84.81,101.31
0.06,0.42,4.76,6.54,19.62,84.5,101.43
0.5,3.46,4.73,6.34,20.37,82.12,101.22
0.56,3.84,4.37,4.81,20.38,75.19,101.06
0.62,4.2,4.31,3.74,19.95,74.75,101.12
0.62,4.2,4.26,4.1,19.55,74.31,101.33
0.5,3.35,4.18,3.94,19.35,78.19,101.47
0.61,4.05,4.08,1.59,19.73,75.88,101.65
0.61,4.01,4.03,2.12,19.89,65,101.76
0.57,3.72,3.8,3.54,20.3,59.38,101.66
0.58,3.71,3.73,1.16,20.88,60.31,101.47
0.58,3.7,3.73,1.87,20.77,67.88,101.32
0.59,3.73,3.83,1.75,21.03,64.75,101.42
0.56,3.55,3.7,2.72,21.4,58.88,101.51
0.51,3.17,3.66,2.2,20.58,69.25,101.21
0.53,3.29,3.69,4.14,19.98,56.94,100.33
0.42,2.57,3.47,4.42,19.33,61.94,100.06
0.52,3.2,3.52,4.09,17.62,65.19,100.55
0.38,2.31,4.04,3.91,15.88,63.69,101.13
0.5,2.98,3.25,4.05,13.08,58.94,101.84
0.54,3.19,3.35,3.96,13.62,57.06,101.94
0.53,3.12,3.4,6.31,14.38,53.5,101.27
0.55,3.16,3.37,1.8,14.9,54.5,101.22
0.52,3.04,3.28,2.45,15.78,56.44,101.3
0.4,2.29,3.99,2.16,15.76,59.44,101.21
0.55,3.11,3.28,4.64,17.17,51.44,100.96
0.52,2.93,3.28,2.62,18.17,63.88,101.09
0.54,3.02,3.28,2.26,16.51,62.88,101.33
0.57,3.17,3.24,1.85,16.41,57.81,101.32
0.52,2.83,3.09,4.55,15.9,58.31,101.4
0.56,3.07,3.17,6.29,16.11,52.69,101.19
0.48,2.61,3.15,3.42,18.09,56.81,101.15
0.41,2.19,3.11,3.45,17.33,73.44,101.48
0.55,2.98,3.13,2.67,14.14,60.75,101.66
0.55,2.9,3.19,2.48,14.93,64.25,101.74
0.49,2.6,2.94,2.32,16.01,73.94,101.89
0.12,0.64,3.64,1.52,14.52,74.5,101.59
0.35,1.84,3.42,2.32,15.69,74.12,101.01
0.65,3.34,3.35,3.05,13.8,78.69,100.78
0.39,2,3.33,3.59,15.3,62.94,100.6
0.59,3.03,3.15,2.98,13.37,67.69,100.8
0.43,2.15,3.31,1.91,14.68,59,101.16
0.38,1.9,3.53,2.97,15.39,86,100.98
0.23,1.16,3.37,1.48,16.21,85.25,100.61
0.41,2.04,3.02,3.13,15.25,84.19,101.09
0.21,1.03,3.45,4.4,14.66,90.62,101.58
0.62,3.04,3.16,4.18,13.7,76.56,101.28
0.48,2.39,2.88,4.26,13.45,72.62,100.72
0.47,2.29,2.9,4.75,12.93,70.44,100.42
0.55,2.69,2.86,4.72,11.89,71.31,100.55
0.55,2.62,2.86,2.56,11.3,68,101.33
0.52,2.5,2.82,2.78,13.61,66.88,101.26
0.37,1.77,2.52,3.66,14,83.44,101.23
0.45,2.16,2.75,3.49,15.53,82.5,101.43
0.52,2.44,2.72,1.71,14.26,76.19,101.26
0.41,1.96,2.58,3.79,13.28,77.25,100.88
0.57,2.68,2.74,4.17,11.42,73.38,100.8
0.49,2.33,3.02,3.97,11.77,67.38,100.91
0.32,1.51,3.26,2.51,11.34,71.94,101.03
0.34,1.61,2.92,3.05,13.5,80.25,101.11
0.45,2.08,3.08,3.54,15.9,85.69,101.21
0.62,2.88,2.99,2.22,14.38,75.88,101.47
0.53,2.48,3.04,4.22,11.81,72.44,101.26
0.59,2.8,2.9,1.6,12.83,70.69,101.23
0.55,2.6,2.81,2.12,13.4,72.06,101.66
0.59,2.75,2.76,4.61,12.39,74.19,101.7
0.53,2.47,2.69,5.66,12.43,71.75,101.42
0.52,2.41,2.73,5.68,13.35,68,101.18
0.58,2.7,2.72,4.93,13.81,73.38,101.02
0.55,2.58,2.64,5.73,14.13,76.38,100.69
0.56,2.63,2.67,5.27,14.69,66,100.68
0.15,0.69,3.23,5.86,13.23,81.06,100.66
0.56,2.64,3.22,3.22,13.16,76.31,101.1
0.27,1.31,3.25,5.21,13.03,69.75,100.84
0.4,1.87,3.12,6.04,14.26,73.69,100.26
0.51,2.42,2.92,4.74,15.18,77.38,100.5
0.59,2.78,2.87,3.59,15.71,68.12,100.79
0.53,2.56,3.1,2.86,12.42,67.5,101.18
0.55,2.68,2.95,2.03,12.49,63.69,101.11
0.55,2.65,3.07,4.34,12.98,62.06,100.56
0.22,1.06,3.34,4.67,15.44,69.44,100.12
0.56,2.75,3.12,3.9,15.33,74.25,100.55
0.59,2.9,3.02,2.84,13.61,68.25,101.18
0.6,2.97,3,2.91,11.48,59.69,101.06
0.48,2.41,3.12,3.21,13.41,69.56,100.14
0.34,1.67,3.34,2.82,10.71,80.25,99.75
0.48,2.4,3.15,2.53,11.58,82.88,100.03
0.27,1.39,3.43,2.2,10.37,77.69,99.91
0.62,3.11,3.3,3.66,11.26,89.31,100.76
0.65,3.31,3.36,2.34,12.75,82.25,101.58
0.6,3.08,3.31,2.63,12.26,77.25,101.74
0.48,2.44,3.54,2.98,11.97,86.06,101.58
0.2,1.02,3.72,5.22,12.82,79.44,101.15
0.17,0.91,3.72,5.42,12.12,85.31,100.71
0.38,1.97,3.61,3.16,12.33,83.62,100.61
0.7,3.69,3.79,3.3,11.32,75.25,101.02
0.66,3.5,3.65,3.79,10.17,73.81,101.26
0.65,3.49,3.57,3.27,11.08,61.75,101.04
0.59,3.21,3.66,2.63,10.6,59,100.39
0.48,2.6,3.77,2.07,12.9,60.94,99.73
0.59,3.29,3.64,3.6,12.34,74.19,100.22
0.56,3.13,3.62,3.08,10.62,67.06,101.11
0.45,2.51,4.07,2.43,12.34,56.69,100.9
0.27,1.56,4.15,2.07,12.92,63.62,100.19
0.43,2.44,3.45,3.82,13.44,67.31,100.1
0.55,3.15,3.92,2.25,13.79,69.94,100.6
0.26,1.5,4.26,2.04,13.84,66.81,101.02
0.65,3.8,3.9,0.84,14.99,67.94,101.1
0.58,3.4,4.07,1.42,13.94,59.94,100.99
0.43,2.53,4.3,2.11,14.89,76.62,100.08
0.56,3.39,4.32,4.66,13.68,66.25,100.19
0.31,1.9,4.46,6.88,10.65,76.38,99.55
0.52,3.19,4.06,7.16,12.22,59.94,99.36
0.62,3.82,4.06,8.58,12,57.5,99.8
0.59,3.71,4,4.58,11.65,53.88,101.05
0.62,3.86,4.25,3.45,11.16,54.88,101.18
0.4,2.5,4.53,2.3,12.31,70.75,100.95
0.47,3.02,4.69,3.7,11.18,81.12,101.1
0.66,4.23,4.32,4.51,9.95,68.88,101.09
0.54,3.52,4.33,4.68,10.75,64,100.76
0.52,3.39,3.88,2.36,12.83,62.12,100.96
0.16,1.05,4.85,4.25,10.97,81.94,101.16
0.7,4.63,4.81,4.27,10.13,70,101.37
0.63,4.26,4.61,3.35,11.31,67.44,101.42
0.66,4.46,4.53,6.08,10.62,60.75,100.71
0.6,4.14,4.52,6.51,11.85,62.25,100.14
0.33,2.28,5.02,3.16,10.83,66.06,100.5
0.45,3.18,5.1,3.27,8.33,58.62,100.75
0.56,3.95,4.68,4.24,7.88,62.38,101.36
0.63,4.47,4.58,4.77,8.37,54.12,101.48
0.59,4.23,4.65,1.71,11.14,44.12,101.25
0.4,2.9,4.62,2.47,13.13,78.75,100.58
0.24,1.74,5.27,3.33,13.08,81.44,99.92
0.44,3.21,4.22,6.07,11.08,63.62,99.92
0.45,3.32,5.19,4.2,12.81,72.31,100.87
0.57,4.24,5.16,2.3,12.26,65.19,101.36
0.61,4.56,4.7,2.85,12.45,61.5,100.85
0.58,4.41,4.69,0.94,13.3,57.81,100.54
0.46,3.52,5.39,2.24,12.99,71.38,100.48
0.45,3.46,5.33,4.51,11.67,63.62,101.29
0.52,4.07,4.98,3.03,10.04,68.25,101.54
0.11,0.87,5.63,2.62,11.05,74.62,100.2
0.63,4.98,5.33,2.45,12.87,71.69,100.66
0.6,4.82,5.17,2.4,13.23,83.25,100.97
0.23,1.88,5.6,1.95,14.55,82.38,100.14
0.48,3.95,5.71,2.38,14.98,73.94,100.08
0.48,3.88,5.6,4.27,13.37,81.19,100.39
0.18,1.45,5.84,3.61,13.85,93.69,99.59
0.29,2.36,5.8,2.41,14.84,79.06,99.6
0.62,5.18,5.9,6.55,12.36,64.94,99.9
0.66,5.52,5.76,5.91,12,56.94,100.55
0.61,5.17,5.7,2.21,12.6,55.81,100.84
0.56,4.81,5.46,1.73,13.58,61.44,100.88
0.61,5.26,5.32,2.26,14.08,66.75,100.96
0.59,5.11,5.48,2.28,14.81,58,100.75
0.59,5.09,6.06,1.92,16.31,70.38,100.99
0.64,5.6,5.85,1.45,17.48,57.56,101.12
0.67,5.89,5.95,1.22,19.18,59.94,101.23
0.66,5.81,5.86,1.18,19.28,60.88,101.39
0.66,5.89,6,2.58,21.51,49.12,101.21
0.42,3.79,6.25,2.3,21.14,49.44,100.66
0.6,5.48,5.9,1.97,18.65,61.19,100.5
0.6,5.51,5.97,1.73,18.62,60.81,100.73
0.69,6.3,6.31,1.77,17.8,64.69,100.96
0.48,4.43,6.01,3.19,18.57,51.62,100.46
0.55,5.16,5.64,2.61,18.87,63.44,100.73
0.57,5.33,6.5,3.84,19.42,55.94,100.64
0.5,4.67,6.08,3.3,18.88,55.31,100.04
0.2,1.85,6.82,3.14,16.89,71.44,100.63
0.66,6.19,6.76,1.86,14.99,61.69,101.11
0.66,6.26,6.35,3.44,15.57,65.81,100.78
0.41,3.93,6.91,5.36,15.43,76.88,100.62
0.47,4.54,6.32,2.85,14.44,67.12,101.12
0.41,4.04,6.39,2.23,15.02,69.5,101.37
0.49,4.79,6.82,1.49,15.73,64.19,101.36
0.52,5.09,6.88,2.79,15.27,61.12,101.21
0.66,6.45,6.83,2.95,16.98,56.69,101.02
0.68,6.71,6.77,3.46,18.48,47,100.59
0.65,6.43,6.47,1.48,20.09,52.81,100.66
0.52,5.22,6.42,1.96,19.9,68.62,100.67
0.5,5.02,6.63,3.6,17.58,66.62,101.04
0.59,5.98,6.36,3.12,15.8,66.81,101.23
0.59,5.91,6.38,3.6,16.83,52.06,100.86
0.54,5.45,6.68,4.74,17.58,58.94,100.71
0.62,6.35,6.51,3.85,15.72,68.06,101.36
0.65,6.65,6.72,2.77,16.73,58.06,101.41
0.67,6.88,6.95,4.38,18.2,63.62,101.16
0.47,4.87,7.15,5.44,18.88,69.44,100.9
0.35,3.62,7.43,4.59,20.94,58,100.54
0.33,3.44,7.08,4.22,19.45,71.81,100.26
0.3,3.19,7.23,4.7,19.85,68.62,99.51
0.52,5.41,7.48,4.27,19.13,70.75,99.67
0.51,5.37,7.28,3.36,20.29,57.44,100.02
0.69,7.25,7.57,3.09,19.65,69.44,100.18
0.52,5.53,6.46,4.66,21.12,62,99.26
0.57,6.09,7.46,4.2,19.62,52.56,99.91
0.59,6.34,6.48,1.6,21.44,48.38,100.28
0.63,6.82,6.59,3.41,21.23,63.75,100.36
0.49,5.29,7.19,3.02,20.74,66,100.39
0.59,6.39,6.29,3.22,20.96,69.75,100.3
0.59,6.36,6.29,4.37,21.24,68.94,100.3
0.58,6.23,6.72,2.55,20.83,64.12,100.51
0.6,6.51,6.45,3.16,22.4,62.94,100.2
0.52,5.74,6.46,4.28,20.94,70.56,100.49
0.35,3.81,7.63,2.95,20.83,75.31,100.06
0.39,4.31,7.63,3.43,22.19,65.94,99.54
0.64,7.05,6.86,4.46,22.03,45.69,100.25
0.59,6.47,6.58,3.16,21.16,55.38,100.69
0.64,7.07,6.84,2.02,20.05,51.69,101.03
0.45,4.95,7.26,2.95,19.62,64.44,100.73
0.63,7.04,7.12,1.99,22.34,56.62,100.45
0.66,7.28,7.28,3.39,22.29,66.31,100.6
0.62,6.85,6.92,3.07,22.58,69.81,100.64
0.45,5,7,2.09,24.3,60.81,100.51
0.41,4.57,7.82,3.5,25.54,58.5,100.44
0.49,5.48,7.94,7.1,21.08,70.06,100.94
0.65,7.3,7.43,6.32,20.57,60.06,101.36
0.25,2.8,7.87,5.88,19.21,59.75,101.59
0.12,1.34,7.82,4.61,18.7,64.38,101.62
0.54,6.12,8.07,3.24,20.06,68,101.39
0.69,7.74,7.74,3.14,21.33,68.75,101.26
0.68,7.69,7.72,2.26,22.77,63.06,101.23
0.67,7.62,7.62,2.05,23.91,54.31,101.17
0.68,7.69,7.69,2.37,24.87,47.62,100.88
0.66,7.44,7.47,3.91,22.65,54.75,101.01
0.66,7.5,7.51,4.02,21.54,54.75,101.22
0.69,7.87,8.09,3.73,20.32,60.06,101.49
0.65,7.41,7.38,3.37,21.75,65.06,101.38
0.62,7.14,7.09,3.1,23.02,67.31,100.87
0.61,6.96,7.07,3.62,25.28,65.25,100.28
0.62,7.1,7.08,5.34,23.1,58.19,100.79
0.47,5.38,7.76,3.74,23.09,63.06,101.14
0.45,5.08,7.63,3.59,21.68,73.38,101.14
0.38,4.27,8.06,4.66,21.26,75.19,101.22
0.62,7.18,7.68,4.3,22.35,71.25,101.36
0.67,7.74,7.75,2.67,22.94,69.12,101.3
0.65,7.47,7.46,2.54,23.65,65.94,101.24
0.58,6.64,7.42,2.54,24.19,66.19,101.35
0.58,6.69,6.93,3.31,24.94,66.5,101.41
0.48,5.48,7.53,1.98,25.19,64.25,101.23
0.6,6.92,7.06,2.34,25.49,62.75,101.01
0.62,7.13,7.26,3.98,25.07,68,100.94
0.64,7.35,7.84,3.97,23.51,68.44,100.85
0.6,6.88,7.4,3.84,23.88,68.5,100.93
0.62,7.15,7.29,3.11,23.4,65.31,101.13
0.63,7.33,7.27,1.92,25.37,51.31,101.02
0.59,6.77,7.32,3.01,29.3,33.31,100.68
0.58,6.68,6.67,3.04,31.27,27.62,100.53
0.51,5.81,7.49,4.78,28.48,42.94,100.55
0.32,3.7,8.04,6.53,24.31,61.75,100.91
0.6,6.95,8.09,8.27,23.54,64.25,100.73
0.65,7.43,7.28,5.88,23.55,53.06,100.88
0.6,6.9,6.86,4.26,22.86,55.94,101.26
0.63,7.23,6.73,3.86,23.57,59.25,101.57
0.62,7.06,7.07,3.51,24.08,59.94,101.65
0.57,6.5,6.51,3.01,25.99,53.81,101.27
0.62,7.2,7.15,4.02,25.6,61.25,101.11
0.66,7.55,7.55,2.74,27.48,55.88,100.78
0.63,7.22,7.52,2.9,29.63,40.06,100.42
0.64,7.3,7.28,5.3,26.93,63.69,100.63
0.62,7.18,7.18,5.72,26.26,60.56,101.06
0.68,7.8,7.82,2.84,27.38,60,100.93
0.62,7.06,7.14,2.19,30.61,44.62,100.47
0.65,7.38,7.38,2.14,32.9,35.56,100.16
0.65,7.35,7.37,5.01,30,42.25,100.5
0.67,7.61,7.3,5.68,25.12,48.12,101.43
0.61,6.94,6.84,3.41,24.3,46.62,101.48
0.45,5.14,7.16,3.19,23.95,60.56,101.15
0.43,4.89,7.32,4.82,24.51,67.25,101.03
0.65,7.32,7.24,6.03,24.04,67.69,101.11
0.53,6.01,7.36,5.64,23.87,68.75,101.27
0.69,7.73,7.86,4.66,23.7,65.69,101.25
0.63,7.08,6.32,4.34,24.28,65.31,101.12
0.43,4.84,7.45,3.6,24.26,72,100.94
0.65,7.29,6.74,5.42,25.51,72.06,100.75
0.63,7.1,7.38,5.45,26.12,66.06,101.04
0.62,6.94,6.73,2.88,27.03,57.75,101.11
0.59,6.62,6.69,2.05,29.09,44.88,101
0.66,7.32,7.34,4.11,27.26,64.81,101.18
0.65,7.18,7.05,3.88,26.21,64.31,101.42
0.62,6.92,6.72,2.97,25.91,61.25,101.36
0.59,6.56,6.55,2.09,28.21,48.06,101.1
0.62,6.86,6.81,1.81,30.63,31.81,100.81
0.62,6.84,6.78,3,30.48,38.38,100.83
0.63,6.91,6.86,3.23,32.68,35.06,100.92
0.58,6.34,6.3,2.24,32.99,24.31,100.89
0.62,6.75,6.53,4.09,33.44,24.19,100.56
0.64,6.97,6.63,4.51,28.91,54.5,100.7
0.66,7.12,7.02,4.02,27.29,59.06,101
0.69,7.42,7.43,3.23,27.12,61.5,101.19
0.67,7.22,7.23,3.17,28.7,60.44,101.1
0.55,6.01,7.12,3.56,29.17,60.75,100.85
0.66,7.16,7.18,3.55,29.92,60.5,100.64
0.68,7.27,7.3,2.84,29.7,63.19,100.64
0.7,7.48,7.52,2.9,30.4,64.81,100.68
0.62,6.54,6.37,2.73,29.93,63.88,100.55
0.66,7.08,7.22,4.12,28.85,66.38,100.65
0.66,7.04,7.4,3.94,28.46,63,100.68
0.58,6.1,6.48,3.73,29.94,57.31,100.36
0.69,7.23,7.3,4.2,29.06,68,100.38
0.66,6.94,7.19,5.1,28.28,69.94,100.59
0.62,6.5,7.17,3.97,29.05,70.19,100.5
0.62,6.49,6.52,3.18,30.22,67.5,100.52
0.61,6.27,6.04,4.62,29.61,64.5,100.69
0.64,6.59,6.59,4.62,29.21,65.12,100.7
0.59,6.02,6.18,4.91,28.19,65.69,100.74
0.65,6.67,6.69,3.59,28,58.56,100.78
0.65,6.6,6.82,3.07,28.14,59.31,100.73
0.43,4.32,6.99,3.82,29.84,54.56,100.59
0.62,6.25,6.25,4.61,29.65,64.5,100.43
0.62,6.19,6.2,3.99,27.63,54.12,100.77
0.62,6.23,6.2,2.91,27.84,55.94,100.75
0.6,5.98,6.08,3.38,29.14,47.5,100.75
0.62,6.17,6.18,2.81,29.42,56.38,100.83
0.59,5.89,5.97,2.12,31.73,39.75,100.74
0.57,5.58,6.05,3.3,33.81,28.19,100.46
0.66,6.41,6.37,5.42,28.88,62,100.56
0.52,5.07,6.27,4.91,27.83,70.12,100.64
0.52,5.03,6.79,5.81,27.02,71.25,100.83
0.57,5.53,6.41,6.09,24.93,67.5,100.97
0.64,6.15,6.42,5.7,25.57,71.5,100.6
0.64,6.14,6.17,5.09,26.48,75.88,100.35
0.62,5.94,5.97,5.5,26.32,71.88,100.52
0.62,5.9,5.88,3.83,25.13,55.31,100.84
0.61,5.71,5.71,1.95,27.57,54.94,100.82
0.63,5.9,5.89,2.55,29.29,53.88,100.64
0.47,4.38,6.38,4.22,26.96,53.75,100.59
0.5,4.6,6.44,5.05,25.73,66.62,100.42
0.34,3.07,6.41,5,25.48,79.94,100.37
0.6,5.51,5.74,3.48,28.67,58.12,100.29
0.42,3.86,6.28,5.3,27,48.56,100.31
0.62,5.67,5.67,2.17,26.28,49.19,100.6
0.6,5.41,5.46,3.34,26.28,60.94,100.84
0.56,4.99,5.69,4.61,25.98,70.69,101.04
0.44,3.9,6.14,4.84,24.51,80.69,100.88
0.59,5.26,5.64,3.83,25.08,68.81,100.68
0.45,3.9,6.06,1.99,24.12,67.94,100.27
0.63,5.52,5.41,2.65,25.18,54.12,100.3
0.62,5.35,5.21,1.59,25.81,50.38,100.44
0.61,5.21,5.22,2.07,27.8,37.62,100.18
0.62,5.29,5.28,2.09,26.95,47.06,99.83
0.55,4.72,4.79,1.74,24.34,56.31,100.41
0.55,4.68,4.91,2.26,24.62,48.62,100.78
0.59,4.86,4.89,2.38,25.46,57.12,100.85
0.41,3.34,4.86,4.78,25.27,59.69,100.79
0.59,4.82,5.47,4.02,22.8,52.81,101.38
0.59,4.83,4.88,3.12,23.55,58.19,101.54
0.57,4.6,5.28,4.42,23.1,59.19,101.71
0.59,4.7,5.1,3.78,21.55,63.44,101.57
0.55,4.46,4.44,2.4,22.91,53.06,101.11
0.57,4.51,4.78,3.45,24.91,40.75,100.81
0.31,2.45,5.39,5.53,21.8,63.62,100.88
0.44,3.39,5.25,4.84,21.07,50.75,100.81
0.58,4.5,4.66,2.77,21.08,48.06,100.62
0.45,3.4,4.69,2.48,22.73,38.62,100.43
0.59,4.44,4.45,2.72,23.54,37.56,100.26
0.56,4.27,4.47,2.68,20.64,44.44,100.69
0.47,3.52,4.49,2.86,21.35,46.06,100.9
0.57,4.23,4.42,2.85,21.1,51.31,101.18
0.62,4.55,4.58,1.94,21.89,56.94,101.13
0.55,4.03,4.89,3.53,23.23,65,100.89
0.43,3.15,4.99,1.58,24.72,61.25,100.62
0.43,3.13,4.48,3.62,26.33,40.62,100.42
0.49,3.53,4.9,6.65,22.45,42.44,100.36
0.55,3.92,4.19,2.01,20.23,47.12,100.65
0.59,4.11,4.16,2.02,20.18,57.25,101.01
0.6,4.22,4.25,2.7,20.51,50.75,101.25
0.57,3.93,4.63,2.27,20.84,58.5,101.6
0.59,4.04,4.14,3.09,21.41,56.44,101.65
0.66,4.52,4.61,2.73,18.74,57.62,101.68
0.62,4.21,4.48,2.16,20.51,44.69,101.27
0.65,4.35,4.49,2.59,20.29,62.62,101.2
0.63,4.21,4.29,3.03,19.51,73.44,101.51
0.62,4.07,4.09,2.03,19.96,62.62,101.59
0.47,3.07,4.04,2.42,19.85,66.44,101.76
0.54,3.5,3.9,3.38,19.43,68.62,101.87
